index,scan path,cropped path,hue,saturation,lightness
1,./scanimg/0001.jpg,./cropimg/0001.jpg,103.0866512345679,115.69202031893005,118.27114840534979
2,./scanimg/0002.jpg,./cropimg/0002.jpg,59.842412551440326,77.51186985596708,212.63389917695474
3,./scanimg/0003.jpg,./cropimg/0003.jpg,99.72378472222222,101.88385416666667,121.10191615226337
4,./scanimg/0004.jpg,./cropimg/0004.jpg,96.8430362654321,55.85880272633745,163.77219007201646
5,./scanimg/0005.jpg,./cropimg/0005.jpg,95.74165380658437,64.07660751028807,138.7429269547325
6,./scanimg/0006.jpg,./cropimg/0006.jpg,37.26333590534979,74.84010416666666,201.43162294238684
7,./scanimg/0007.jpg,./cropimg/0007.jpg,95.78031121399177,68.63306327160494,165.47348894032922
8,./scanimg/0008.jpg,./cropimg/0008.jpg,109.1857896090535,88.8900591563786,86.08097350823046
9,./scanimg/0009.jpg,./cropimg/0009.jpg,100.64378215020577,82.07492283950617,113.3332304526749
10,./scanimg/0010.jpg,./cropimg/0010.jpg,111.32745627572017,98.31763117283951,84.20918852880658
11,./scanimg/0011.jpg,./cropimg/0011.jpg,102.61595936213992,67.30958076131687,148.0939236111111
12,./scanimg/0012.jpg,./cropimg/0012.jpg,99.97845293209876,62.785127314814815,149.11534850823045
13,./scanimg/0013.jpg,./cropimg/0013.jpg,105.36298225308641,71.83749356995885,104.6886574074074
14,./scanimg/0014.jpg,./cropimg/0014.jpg,106.5333912037037,94.03762217078189,97.8930619855967
15,./scanimg/0015.jpg,./cropimg/0015.jpg,115.29257330246914,74.86436471193416,75.04831532921811
16,./scanimg/0016.jpg,./cropimg/0016.jpg,106.93218878600823,71.40340149176954,127.13056198559671
17,./scanimg/0017.jpg,./cropimg/0017.jpg,107.62063400205761,66.48683770576132,131.94191743827162
18,./scanimg/0018.jpg,./cropimg/0018.jpg,73.12190715020576,20.25770318930041,185.7908950617284
19,./scanimg/0019.jpg,./cropimg/0019.jpg,91.15125385802469,40.39372427983539,179.37991255144033
20,./scanimg/0020.jpg,./cropimg/0020.jpg,58.99528677983539,53.503967335390946,202.6856931584362
21,./scanimg/0021.jpg,./cropimg/0021.jpg,84.98318544238683,59.05278420781893,195.3913773148148
22,./scanimg/0022.jpg,./cropimg/0022.jpg,85.26106610082304,80.87575231481482,189.02627314814814
23,./scanimg/0023.jpg,./cropimg/0023.jpg,85.12010030864198,81.98654192386832,191.65640432098766
24,./scanimg/0024.jpg,./cropimg/0024.jpg,107.82210648148148,101.03971836419753,77.99227109053498
25,./scanimg/0025.jpg,./cropimg/0025.jpg,98.03638760288065,74.13319187242799,152.42896733539095
26,./scanimg/0026.jpg,./cropimg/0026.jpg,106.9308449074074,82.47618955761317,80.76128472222223
28,./scanimg/0028.jpg,./cropimg/0028.jpg,88.3092399691358,56.30627572016461,190.0417824074074
30,./scanimg/0030.jpg,./cropimg/0030.jpg,78.77092335390947,99.50342721193415,203.1337705761317
31,./scanimg/0031.jpg,./cropimg/0031.jpg,91.80918209876543,69.2360596707819,176.9737204218107
32,./scanimg/0032.jpg,./cropimg/0032.jpg,76.75280992798353,90.28096064814815,203.79097865226336
33,./scanimg/0033.jpg,./cropimg/0033.jpg,84.22894161522633,79.40186471193415,199.0116769547325
34,./scanimg/0034.jpg,./cropimg/0034.jpg,86.8136574074074,86.47993184156378,184.31995241769548
35,./scanimg/0035.jpg,./cropimg/0035.jpg,84.10574202674897,77.16908436213991,206.10086805555557
37,./scanimg/0037.jpg,./cropimg/0037.jpg,108.8450295781893,103.4596836419753,90.71673096707819
38,./scanimg/0038.jpg,./cropimg/0038.jpg,101.81104038065844,91.90704732510288,126.82177854938271
39,./scanimg/0039.jpg,./cropimg/0039.jpg,90.24337705761317,53.33515303497943,162.24117155349794
40,./scanimg/0040.jpg,./cropimg/0040.jpg,98.62710262345679,72.13539094650206,132.43601466049384
41,./scanimg/0041.jpg,./cropimg/0041.jpg,82.09829603909465,104.36320730452675,150.61259002057614
42,./scanimg/0042.jpg,./cropimg/0042.jpg,91.70909850823045,61.60924639917695,185.16487911522634
43,./scanimg/0043.jpg,./cropimg/0043.jpg,96.36533564814815,89.55987011316873,148.93265817901235
44,./scanimg/0044.jpg,./cropimg/0044.jpg,72.4146283436214,29.965014146090535,203.15351080246913
45,./scanimg/0045.jpg,./cropimg/0045.jpg,91.29797453703704,78.6041345164609,164.84778163580248
46,./scanimg/0046.jpg,./cropimg/0046.jpg,93.13882458847736,82.49641846707819,170.00575488683128
47,./scanimg/0047.jpg,./cropimg/0047.jpg,105.14180169753087,99.30046296296297,96.27766203703703
48,./scanimg/0048.jpg,./cropimg/0048.jpg,83.81618441358025,72.64989711934156,164.24565972222223
49,./scanimg/0049.jpg,./cropimg/0049.jpg,93.72863297325102,69.4954861111111,178.87169495884774
50,./scanimg/0050.jpg,./cropimg/0050.jpg,90.93944830246913,70.83780221193416,154.78546167695472
51,./scanimg/0051.jpg,./cropimg/0051.jpg,97.87179783950617,75.9508616255144,131.59774305555555
52,./scanimg/0052.jpg,./cropimg/0052.jpg,93.88996270576132,60.61352880658436,157.02824074074073
53,./scanimg/0053.jpg,./cropimg/0053.jpg,87.72651748971194,59.28004115226337,171.39304269547324
54,./scanimg/0054.jpg,./cropimg/0054.jpg,48.00062371399177,58.54349922839506,208.9092399691358
55,./scanimg/0055.jpg,./cropimg/0055.jpg,95.3474537037037,100.50604423868313,145.0419688786008
56,./scanimg/0056.jpg,./cropimg/0056.jpg,47.85693158436214,57.05199974279835,210.29310699588478
57,./scanimg/0057.jpg,./cropimg/0057.jpg,85.02446630658436,95.10786394032922,202.5455825617284
58,./scanimg/0058.jpg,./cropimg/0058.jpg,83.57175282921811,95.01103395061729,197.51795267489712
59,./scanimg/0059.jpg,./cropimg/0059.jpg,94.73698559670783,105.36272505144034,159.8917952674897
60,./scanimg/0060.jpg,./cropimg/0060.jpg,44.014821244855966,67.26167052469135,210.222466563786
